genome_id	genome_name	antibiotic	measurement_value	measurement_unit	gyrA_S83L	gyrA_D87N	parC_S80I	parC_E84V	qnrA	qnrB	qnrC	qnrD	qnrS	aac(6')-Ib-cr	oqxA	oqxB	marR	soxR	tolC	acrB	species
562.42842	Escherichia coli strain MUGSI_218	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42843	Escherichia coli strain MUGSI_226	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42844	Escherichia coli strain MUGSI_242	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42845	Escherichia coli strain MUGSI_243	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42846	Escherichia coli strain MUGSI_244	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42848	Escherichia coli strain MUGSI_247	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42849	Escherichia coli strain MUGSI_248	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42852	Escherichia coli strain MUGSI_250	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42853	Escherichia coli strain MUGSI_255	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42854	Escherichia coli strain MUGSI_257	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42855	Escherichia coli strain MUGSI_258	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42856	Escherichia coli strain MUGSI_273	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42858	Escherichia coli strain MUGSI_276	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42859	Escherichia coli strain MUGSI_278	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42860	Escherichia coli strain MUGSI_280	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42861	Escherichia coli strain MUGSI_287	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42862	Escherichia coli strain MUGSI_292	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42864	Escherichia coli strain MUGSI_313	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42865	Escherichia coli strain MUGSI_319	ciprofloxacin	1.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42867	Escherichia coli strain MUGSI_47	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42868	Escherichia coli strain MUGSI_55	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42871	Escherichia coli strain MUGSI_9	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42872	Escherichia coli strain MUGSI_90	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.42873	Escherichia coli strain MUGSI_93	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45394	Escherichia coli strain BR03-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45395	Escherichia coli strain BR07-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45396	Escherichia coli strain BR10-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45397	Escherichia coli strain BR12-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45398	Escherichia coli strain BR14-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45399	Escherichia coli strain BR25-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45400	Escherichia coli strain BR29-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45401	Escherichia coli strain BR32-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45403	Escherichia coli strain BR64-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45404	Escherichia coli strain BR43-DEC	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45585	Escherichia coli strain EC_95	ciprofloxacin	12.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45587	Escherichia coli strain EC_89	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45589	Escherichia coli strain EC_66	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45590	Escherichia coli strain EC_72	ciprofloxacin	34.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45591	Escherichia coli strain EC_85	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45592	Escherichia coli strain EC_83	ciprofloxacin	11.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45594	Escherichia coli strain EC_76	ciprofloxacin	15.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45595	Escherichia coli strain EC_96	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45596	Escherichia coli strain EC_90	ciprofloxacin	18.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45597	Escherichia coli strain EC_81	ciprofloxacin	11.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45598	Escherichia coli strain EC_94	ciprofloxacin	10.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45600	Escherichia coli strain EC_77	ciprofloxacin	24.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45602	Escherichia coli strain EC_84	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45604	Escherichia coli strain EC_73	ciprofloxacin	24.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45606	Escherichia coli strain EC_75	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45607	Escherichia coli strain EC_88	ciprofloxacin	19.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45608	Escherichia coli strain EC_68	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45609	Escherichia coli strain EC_71	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45611	Escherichia coli strain EC_97	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45614	Escherichia coli strain EC_67	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45616	Escherichia coli strain EC_54	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45617	Escherichia coli strain EC_22	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45618	Escherichia coli strain EC_59	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45619	Escherichia coli strain EC_52	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45621	Escherichia coli strain EC_58	ciprofloxacin	25.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45622	Escherichia coli strain EC_57	ciprofloxacin	16.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45623	Escherichia coli strain EC_61	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45624	Escherichia coli strain EC_56	ciprofloxacin	11.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45625	Escherichia coli strain EC_34_B	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45626	Escherichia coli strain EC_55	ciprofloxacin	10.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45627	Escherichia coli strain EC_65	ciprofloxacin	36.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45628	Escherichia coli strain EC_33_B	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45630	Escherichia coli strain EC_25	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45631	Escherichia coli strain EC_50	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45632	Escherichia coli strain EC_32	ciprofloxacin	10.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45633	Escherichia coli strain EC_23	ciprofloxacin	26.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45634	Escherichia coli strain EC_49	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45635	Escherichia coli strain EC_47	ciprofloxacin	10.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45636	Escherichia coli strain EC_48	ciprofloxacin	10.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45640	Escherichia coli strain EC_30	ciprofloxacin	28.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45642	Escherichia coli strain EC_45	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45643	Escherichia coli strain EC_31	ciprofloxacin	27.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45644	Escherichia coli strain EC_44	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45645	Escherichia coli strain EC_21	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45646	Escherichia coli strain EC_26	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45647	Escherichia coli strain EC_34_A	ciprofloxacin	23.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45648	Escherichia coli strain EC_104	ciprofloxacin	33.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45649	Escherichia coli strain EC_03	ciprofloxacin	26.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45650	Escherichia coli strain EC_43	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45651	Escherichia coli strain EC_13	ciprofloxacin	10.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45652	Escherichia coli strain EC_28	ciprofloxacin	11.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45653	Escherichia coli strain EC_42	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45654	Escherichia coli strain EC_40	ciprofloxacin	27.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45655	Escherichia coli strain EC_20	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45657	Escherichia coli strain EC_16	ciprofloxacin	9.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45658	Escherichia coli strain EC_39	ciprofloxacin	17.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45660	Escherichia coli strain EC_38	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45661	Escherichia coli strain EC_01	ciprofloxacin	25.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45663	Escherichia coli strain EC_08	ciprofloxacin	11.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45664	Escherichia coli strain EC_37	ciprofloxacin	28.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45666	Escherichia coli strain EC_35_B	ciprofloxacin	34.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45667	Escherichia coli strain EC_36	ciprofloxacin	10.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45670	Escherichia coli strain EC_35_A	ciprofloxacin	27.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45671	Escherichia coli strain EC_102	ciprofloxacin	6.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45672	Escherichia coli strain EC_62	ciprofloxacin	36.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45674	Escherichia coli strain EC_09	ciprofloxacin	15.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45675	Escherichia coli strain EC_07	ciprofloxacin	8.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45845	Escherichia coli strain 103	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45846	Escherichia coli strain URMC_88	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45847	Escherichia coli strain URMC_8	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45848	Escherichia coli strain URMC_50	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45851	Escherichia coli strain URMC_93	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45910	Escherichia coli strain URMC_105	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45916	Escherichia coli strain URMC_108	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.45964	Escherichia coli strain URMC_26	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.48346	Escherichia coli 290	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.48348	Escherichia coli 292	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50222	Escherichia coli strain URMC_92	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50223	Escherichia coli strain URMC_96	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50224	Escherichia coli strain URMC_94	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50225	Escherichia coli strain URMC_9	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50227	Escherichia coli strain URMC_89	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50228	Escherichia coli strain URMC_87	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50232	Escherichia coli strain URMC_83	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50233	Escherichia coli strain URMC_79	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50235	Escherichia coli strain URMC_77	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50237	Escherichia coli strain URMC_72	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50238	Escherichia coli strain URMC_71	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50239	Escherichia coli strain URMC_70	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50240	Escherichia coli strain URMC_7	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50243	Escherichia coli strain URMC_65	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50245	Escherichia coli strain URMC_62	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50246	Escherichia coli strain URMC_61	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50248	Escherichia coli strain URMC_60	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50249	Escherichia coli strain URMC_59	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50251	Escherichia coli strain URMC_56	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50253	Escherichia coli strain URMC_53	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50254	Escherichia coli strain URMC_51	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50256	Escherichia coli strain URMC_48	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50258	Escherichia coli strain URMC_37	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50259	Escherichia coli strain URMC_34	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50262	Escherichia coli strain URMC_3	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50263	Escherichia coli strain URMC_25	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50266	Escherichia coli strain URMC_24	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50268	Escherichia coli strain URMC_86	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50269	Escherichia coli strain URMC_91	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50270	Escherichia coli strain URMC_82	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50271	Escherichia coli strain URMC_80	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50274	Escherichia coli strain URMC_66	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50275	Escherichia coli strain URMC_63	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50277	Escherichia coli strain URMC_58	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50279	Escherichia coli strain URMC_43	ciprofloxacin	0.5	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50280	Escherichia coli strain URMC_42	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50282	Escherichia coli strain URMC_39	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50284	Escherichia coli strain URMC_33	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50286	Escherichia coli strain URMC_28	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50287	Escherichia coli strain URMC_2	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50288	Escherichia coli strain URMC_22	ciprofloxacin	1.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50290	Escherichia coli strain URMC_18	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50291	Escherichia coli strain URMC_17	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50292	Escherichia coli strain URMC_23	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50294	Escherichia coli strain URMC_14	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50297	Escherichia coli strain URMC_10	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50299	Escherichia coli strain URMC_110	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50300	Escherichia coli strain URMC_1	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50301	Escherichia coli strain URMC_109	ciprofloxacin	0.5	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50303	Escherichia coli strain URMC_13	ciprofloxacin	0.25	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50304	Escherichia coli strain URMC_12	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.50308	Escherichia coli strain MEZEC6	ciprofloxacin	30.0	mm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58704	Escherichia coli strain 14037824	ciprofloxacin	0.015	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58705	Escherichia coli strain 14040376	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58706	Escherichia coli strain 14043377	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58708	Escherichia coli strain 14044802	ciprofloxacin	0.015	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58710	Escherichia coli strain 14065450	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58711	Escherichia coli strain 14063820	ciprofloxacin	0.5	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58716	Escherichia coli strain 14057877	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58717	Escherichia coli strain 14054555	ciprofloxacin	0.015	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58718	Escherichia coli strain 14062120	ciprofloxacin	0.015	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58719	Escherichia coli strain 14062104	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58720	Escherichia coli strain 14060900	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58721	Escherichia coli strain 14066715	ciprofloxacin	4.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58723	Escherichia coli strain 14069546	ciprofloxacin	16.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58724	Escherichia coli strain 15038100	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58725	Escherichia coli strain 14091902	ciprofloxacin	16.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58727	Escherichia coli strain 14083136	ciprofloxacin	0.5	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
562.58728	Escherichia coli strain 14087995	ciprofloxacin	8.0	mg/L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli
